CustomerKey,Prefix,FirstName,LastName,BirthDate,MyUnknownColumn,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Phone_number
12555,MR.,EDGAR,MALHOTRA,02-02-1939,,M,M,edgar5@learnsector.com,"$10,000 ",2,Bachelors,Clerical,Y,320535564
12556,MR.,MANUEL,KAPOOR,08-12-1939,,M,M,manuel1@learnsector.com,"$10,000 ",2,Bachelors,Clerical,Y,3467849575
12557,MR.,PHILLIP,LOPEZ,24-06-1940,,M,M,phillip18@learnsector.com,"$10,000 ",2,Bachelors,Clerical,Y,3945866205
12558,MRS.,AMANDA,EVANS,09-07-1940,,M,F,amanda44@learnsector.com,"$20,000 ",1,Bachelors,Clerical,Y,6547537212
12559,MR.,EMMANUEL,LOPEZ,11-01-1940,,M,M,emmanuel15@learnsector.com,"$20,000 ",1,Bachelors,Clerical,Y,4475264161
12560,MRS.,MANDY,GAO,01-01-1940,,M,F,mandy16@learnsector.com,"$20,000 ",1,Bachelors,Clerical,Y,5002208769
12561,MRS.,TRISHA,LIN,19-07-1941,,S,F,trisha2@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,8266663848
12562,MRS.,KRISTINA,CHANDRA,12-11-1941,,M,F,kristina2@learnsector.com,"$10,000 ",2,Partial College,Manual,Y,4189335026
12563,MR.,ALEJANDRO,LIN,04-11-1941,,M,M,alejandro10@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,9528375972
12564,MR.,MARSHALL,YANG,03-09-1941,,M,M,marshall4@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,502713802
12565,MRS.,KENDRA,GUTIERREZ,07-03-1942,,M,F,kendra11@learnsector.com,"$10,000 ",3,Partial College,Manual,Y,7135204409
12566,MR.,OMAR,YANG,05-03-1942,,M,M,omar5@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,2727633433
12567,MRS.,CARMEN,ARTHUR,18-02-1942,,M,F,carmen9@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,5798773361
12568,MRS.,STACEY,YE,16-06-1942,,M,F,stacey10@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,749961840
12569,MRS.,KRISTIN,RAI,19-03-1942,,M,F,kristin16@learnsector.com,"$40,000 ",1,Graduate Degree,Clerical,Y,4605966255
12570,MR.,CASEY,MUNOZ,16-05-1980,,S,M,casey31@learnsector.com,"$10,000 ",0,Partial College,Manual,N,8736385468
12571,MS.,JENNIFER,GREEN,19-05-1980,,M,F,jennifer17@learnsector.com,"$10,000 ",0,Partial College,Manual,N,1598055580
12572,MS.,ALISHA,CHANDER,27-05-1980,,S,F,alisha40@learnsector.com,"$10,000 ",0,Partial College,Manual,N,6416301495
12573,MR.,GRANT,RAI,23-02-1980,,S,M,grant19@learnsector.com,"$10,000 ",0,Partial College,Manual,N,6258355588
12574,MR.,DEREK,RAJE,02-11-1980,,S,M,derek12@learnsector.com,"$10,000 ",0,Partial College,Manual,N,5091159603
12575,MS.,JACLYN,SHEN,09-12-1979,,S,F,jaclyn25@learnsector.com,"$10,000 ",0,Partial College,Manual,N,3201651539
12576,MR.,WALTER,DOMINGUEZ,14-03-1979,,S,M,walter6@learnsector.com,"$10,000 ",0,Partial College,Manual,N,1428838885
12577,MR.,FRANCIS,SANZ,20-08-1979,,S,M,francis18@learnsector.com,"$10,000 ",0,Partial College,Manual,Y,4087492801
12578,MR.,GAVIN,PERRY,28-02-1980,,S,M,gavin7@learnsector.com,"$10,000 ",0,Partial College,Manual,N,7916585991
12579,MS.,LYDIA,SANCHEZ,09-10-1978,,S,F,lydia18@learnsector.com,"$10,000 ",0,Partial College,Manual,Y,4973635768
12580,MR.,CEDRIC,SHE,09-08-1978,,S,M,cedric23@learnsector.com,"$10,000 ",0,Partial College,Manual,Y,6166359168
12581,MS.,KRISTINA,FERNANDEZ,03-11-1978,,S,F,kristina16@learnsector.com,"$10,000 ",0,Partial College,Manual,N,2202471772
12582,MS.,CARMEN,SARA,25-03-1977,,S,F,carmen13@learnsector.com,"$10,000 ",0,High School,Manual,N,6827675228
12583,MR.,TYRONE,ORTEGA,08-07-1976,,S,M,tyrone21@learnsector.com,"$10,000 ",1,High School,Manual,N,8833983338
12584,MRS.,BRITTNEY,MA,07-04-1976,,S,F,brittney14@learnsector.com,"$10,000 ",1,High School,Manual,N,7994474301
12585,MR.,IAN,MARTINEZ,24-06-1979,,M,M,ian15@learnsector.com,"$10,000 ",1,High School,Manual,Y,172881614
12586,MRS.,KELLIE,HERNANDEZ,24-04-1979,,S,F,kellie4@learnsector.com,"$10,000 ",1,High School,Manual,N,431548163
12587,MR.,DANNY,TRAVERS,20-08-1978,,S,M,danny13@learnsector.com,"$20,000 ",0,Bachelors,Clerical,Y,1875195797
12588,MRS.,TRACY,CHANDE,25-07-1977,,S,F,tracy14@learnsector.com,"$10,000 ",1,High School,Manual,N,523156889
12589,MR.,RUBEN,RODRIGUEZ,17-05-1977,,M,M,ruben20@learnsector.com,"$20,000 ",0,Partial College,Manual,Y,509675911
12590,MR.,MARIO,CHANDER,27-05-1943,,S,M,mario14@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,2655642054
12592,MRS.,AMY,LI,20-07-1961,,M,F,amy11@learnsector.com,"$30,000 ",4,Graduate Degree,Clerical,Y,8479774040
12593,MR.,BENJAMIN,ZHANG,05-03-1961,,S,M,benjamin25@learnsector.com,"$30,000 ",4,Graduate Degree,Clerical,Y,3995091562
12594,MRS.,SANDRA,GAO,16-02-1961,,M,F,sandra22@learnsector.com,"$30,000 ",4,Graduate Degree,Clerical,Y,2934881207
12595,MR.,MATHEW,BLANCO,19-06-1961,,S,M,mathew11@learnsector.com,"$30,000 ",3,Graduate Degree,Clerical,Y,9205991275
12596,MR.,ARMANDO,ROMERO,14-01-1961,,M,M,armando9@learnsector.com,"$30,000 ",3,Graduate Degree,Clerical,Y,326769814
12597,MR.,FRANKLIN,ZHANG,06-02-1960,,M,M,franklin0@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,2573765190
12598,MRS.,ALEXANDRA,BRYANT,02-02-1960,,M,F,alexandra39@learnsector.com,"$30,000 ",3,Graduate Degree,Clerical,Y,8105912765
12599,MRS.,JILLIAN,FERNANDEZ,12-11-1959,,M,F,jillian16@learnsector.com,"$20,000 ",2,Partial College,Manual,Y,7288425975
12600,MR.,LARRY,ROMERO,04-03-1958,,M,M,larry11@learnsector.com,"$30,000 ",1,Graduate Degree,Clerical,Y,7412929307
12601,MR.,RANDY,ZHANG,13-08-1960,,M,M,randy2@learnsector.com,"$30,000 ",3,Graduate Degree,Clerical,Y,9578064768
12602,MR.,FRANCISCO,SRINI,26-10-1960,,M,M,francisco9@learnsector.com,"$30,000 ",3,Graduate Degree,Clerical,Y,7765165607
12603,MR.,COLE,REED,19-02-1960,,S,M,cole21@learnsector.com,"$30,000 ",3,Bachelors,Clerical,Y,8604666442
12604,MR.,NATHAN,LEE,18-03-1960,,M,M,nathan58@learnsector.com,"$30,000 ",3,Bachelors,Clerical,Y,7646837747
12605,MRS.,CAROL,COOPER,08-06-1960,,M,F,carol26@learnsector.com,"$30,000 ",3,Bachelors,Clerical,Y,3361491833
12606,MR.,ARTHUR,VAN,20-04-1960,,M,M,arthur6@learnsector.com,"$40,000 ",3,Graduate Degree,Clerical,Y,5648698066
12607,MRS.,TAMARA,ZHU,22-09-1960,,M,F,tamara3@learnsector.com,"$40,000 ",3,Graduate Degree,Clerical,Y,737686943
12608,MR.,BRETT,SANCHEZ,11-09-1959,,M,M,brett20@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,121198711
12609,MS.,LINDA,CARLSON,20-09-1959,,M,F,linda33@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,6034091968
12610,MRS.,WENDY,GUTIERREZ,09-06-1958,,M,F,wendy10@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,8182436579
12611,MR.,MANUEL,SARA,04-11-1970,,S,M,manuel9@learnsector.com,"$20,000 ",0,Partial College,Manual,Y,6826939416
12612,MR.,SHANNON,TORRES,06-06-1969,,S,M,shannon33@learnsector.com,"$10,000 ",2,High School,Manual,Y,9249273715
12613,MR.,JOEL,PRASAD,09-03-1970,,M,M,joel8@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,8813505644
12614,MR.,LANCE,GILL,14-06-1970,,S,M,lance13@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,668818283
12615,MR.,NATHAN,HILL,20-02-1969,,S,M,nathan42@learnsector.com,"$10,000 ",2,High School,Manual,Y,7991395203
12616,MS.,KELSEY,TANG,10-12-1969,,S,F,kelsey3@learnsector.com,"$20,000 ",0,Partial College,Manual,N,3956512266
12617,MR.,JAKE,MA,10-05-1969,,M,M,jake14@learnsector.com,"$20,000 ",0,Partial College,Manual,N,4351218553
12618,MS.,DAWN,LAL,23-06-1969,,M,F,dawn32@learnsector.com,"$30,000 ",0,Bachelors,Clerical,Y,3199024043
12619,MS.,PRISCILLA,RAI,08-07-1969,,M,F,priscilla16@learnsector.com,"$40,000 ",0,Graduate Degree,Clerical,Y,9204793603
12620,MR.,MAURICE,LAL,17-04-1969,,M,M,maurice9@learnsector.com,"$40,000 ",0,Graduate Degree,Clerical,Y,5009607994
12621,MR.,BARRY,MARTINEZ,12-12-1969,,M,M,barry18@learnsector.com,"$40,000 ",0,Graduate Degree,Clerical,Y,9222506208
12622,MR.,MICHEAL,RUBIO,04-10-1969,,M,M,micheal17@learnsector.com,"$40,000 ",0,Graduate Degree,Skilled Manual,Y,9179306232
12623,MR.,JESSE,SANCHEZ,18-07-1952,,M,M,jesse18@learnsector.com,"$10,000 ",3,Partial College,Manual,N,50341821
12624,MRS.,JAMIE,XU,10-02-1952,,M,F,jamie15@learnsector.com,"$20,000 ",2,Partial College,Manual,Y,7169459108
12625,MRS.,CARLY,ANDERSEN,26-06-1952,,M,F,carly12@learnsector.com,"$20,000 ",2,Partial College,Manual,Y,6285172959
12626,MRS.,CASSIE,LAL,05-03-1951,,M,F,cassie7@learnsector.com,"$20,000 ",2,Partial College,Manual,Y,7201929112
12627,MRS.,LEAH,ZHENG,01-04-1968,,S,F,leah15@learnsector.com,"$20,000 ",1,Partial College,Manual,N,5593856113
12628,MR.,ARTURO,MA,11-04-1968,,M,M,arturo17@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,1836639805
12629,MR.,RUSSELL,NARA,26-12-1968,,S,M,russell19@learnsector.com,"$20,000 ",1,Partial College,Manual,N,6637264500
12630,MR.,KEVIN,SIMMONS,22-09-1954,,M,M,kevin18@learnsector.com,"$80,000 ",4,Partial College,Professional,Y,7444868229
12631,MR.,CLARENCE,GAO,17-05-1944,,S,M,clarence8@learnsector.com,"$70,000 ",5,High School,Professional,Y,7558932075
12632,MRS.,BONNIE,NATH,18-08-1944,,M,F,bonnie24@learnsector.com,"$80,000 ",5,Bachelors,Management,Y,9593219462
12633,MR.,SHANNON,SUAREZ,02-09-1945,,M,M,shannon39@learnsector.com,"$110,000 ",3,Bachelors,Management,Y,8872072936
12634,MR.,DERRICK,RUIZ,13-09-1945,,M,M,derrick2@learnsector.com,"$120,000 ",4,Bachelors,Management,Y,475349606
12635,MR.,BRAD,BECK,25-09-1946,,S,M,brad21@learnsector.com,"$80,000 ",5,Partial College,Professional,N,9123619978
12636,MRS.,TAMER,SALAH,08-03-1946,,M,F,tamer0@learnsector.com,"$100,000 ",2,Bachelors,Management,Y,2001649320
12637,MR.,LEONARD,NATH,03-02-1946,,M,M,leonard20@learnsector.com,"$130,000 ",4,Partial College,Professional,Y,7998446626
12638,MR.,SEBASTIAN,BROOKS,01-03-1954,,M,M,sebastian2@learnsector.com,"$80,000 ",4,Partial College,Professional,Y,557520911
12639,MR.,RUBEN,LOPEZ,07-12-1953,,S,M,ruben18@learnsector.com,"$80,000 ",4,Partial College,Professional,Y,2076095662
12640,MR.,ANGEL,RICHARDSON,22-11-1953,,M,M,angel9@learnsector.com,"$90,000 ",3,Partial College,Professional,Y,1967278262
12641,MR.,WILLIE,RAJE,03-05-1954,,M,M,willie33@learnsector.com,"$100,000 ",3,High School,Professional,Y,8464093653
12642,MR.,JIMMY,CARLSON,13-04-1954,,M,M,jimmy22@learnsector.com,"$100,000 ",3,High School,Professional,Y,619265353
12643,MRS.,KRISTINA,PEREZ,24-07-1953,,M,F,kristina20@learnsector.com,"$120,000 ",3,Bachelors,Management,Y,1167571719
12644,MRS.,RACHEL,REED,06-03-1953,,M,F,rachel31@learnsector.com,"$130,000 ",4,Partial College,Professional,Y,9049984415
12645,MS.,AUDREY,RUIZ,05-07-1953,,M,F,audrey3@learnsector.com,"$170,000 ",0,Bachelors,Management,Y,9409487265
12646,MR.,KENNETH,XU,07-11-1952,,S,M,kenneth5@learnsector.com,"$90,000 ",4,High School,Professional,Y,6535077238
12647,MRS.,COLLEEN,ANAND,26-09-1952,,M,F,colleen45@learnsector.com,"$170,000 ",4,Partial College,Professional,Y,5728049987
12648,MRS.,LORI,DOMINGUEZ,03-10-1952,,M,F,lori14@learnsector.com,"$170,000 ",4,Partial College,Professional,Y,4218385341
12649,MR.,OMAR,GOEL,12-10-1951,,M,M,omar40@learnsector.com,"$80,000 ",4,High School,Professional,Y,4455525104
12650,MR.,AARON,WRIGHT,03-06-1950,,M,M,aaron52@learnsector.com,"$90,000 ",4,High School,Management,Y,6761522387
12651,MR.,MARTIN,MALHOTRA,16-06-1950,,S,M,martin10@learnsector.com,"$90,000 ",4,High School,Management,Y,571637827
12652,MRS.,CAROLYN,MARTIN,08-09-1950,,M,F,carolyn22@learnsector.com,"$130,000 ",4,High School,Management,Y,1026201327
12653,MRS.,NICHOLE,ANDERSEN,25-01-1950,,M,F,nichole13@learnsector.com,"$150,000 ",4,Bachelors,Management,Y,7907106887
12654,MRS.,BRIANA,GILL,27-11-1950,,M,F,briana13@learnsector.com,"$160,000 ",2,Partial College,Management,N,1797105524
12655,MR.,LARRY,VAZQUEZ,20-02-1949,,M,M,larry17@learnsector.com,"$80,000 ",5,High School,Management,Y,9842549936
12656,MR.,BLAKE,ROBERTS,09-05-1949,,M,M,blake40@learnsector.com,"$90,000 ",4,High School,Management,Y,8177358123
12657,MRS.,AUDREY,BLANCO,06-06-1949,,M,F,audrey17@learnsector.com,"$110,000 ",4,High School,Management,Y,1529443342
12658,MS.,JOY,GOMEZ,01-11-1949,,M,F,joy2@learnsector.com,"$170,000 ",0,High School,Management,Y,890942556
12659,MR.,DAMIEN,CHANDE,17-03-1948,,M,M,damien31@learnsector.com,"$80,000 ",5,High School,Management,Y,8796032058
12660,MRS.,TONI,SANCHEZ,19-10-1947,,M,F,toni21@learnsector.com,"$80,000 ",5,Partial High School,Skilled Manual,Y,315905392
12661,MRS.,DEBORAH,PAL,22-08-1947,,M,F,deborah16@learnsector.com,"$80,000 ",5,Partial High School,Skilled Manual,Y,576639473
12662,MR.,JESSIE,HUANG,25-05-1947,,M,M,jessie11@learnsector.com,"$90,000 ",5,Partial High School,Skilled Manual,N,9943709898
12663,MRS.,MORGAN,ADAMS,24-06-1947,,M,F,morgan12@learnsector.com,"$90,000 ",5,Partial High School,Skilled Manual,Y,1952871157
12664,MRS.,KRISTA,GILL,01-03-1947,,M,F,krista13@learnsector.com,"$130,000 ",5,Partial College,Professional,Y,9682804850
12665,MS.,JOY,SUAREZ,10-05-1975,,M,F,joy18@learnsector.com,"$60,000 ",0,Bachelors,Professional,Y,2451386401
12666,MR.,JESSIE,ZHU,20-08-1975,,S,M,jessie18@learnsector.com,"$60,000 ",0,Bachelors,Professional,N,6623188278
12667,MS.,MARIA,WOOD,22-11-1976,,M,F,maria25@learnsector.com,"$70,000 ",0,Bachelors,Professional,Y,122908054
12668,MS.,MELISSA,PATTERSON,26-04-1976,,S,F,melissa5@learnsector.com,"$70,000 ",0,Bachelors,Professional,Y,3979811415
12669,MR.,IRVING,SCHMIDT,03-04-1976,,S,M,irving0@learnsector.com,"$70,000 ",0,Bachelors,Professional,N,4559083414
12670,MS.,SARAH,MARTINEZ,21-07-1975,,S,F,sarah19@learnsector.com,"$70,000 ",0,Bachelors,Professional,N,9775225983
12671,MR.,ALAN,HUANG,02-11-1974,,S,M,alan10@learnsector.com,"$70,000 ",0,Bachelors,Professional,N,8228202471
12672,MR.,CARSON,BUTLER,11-07-1975,,S,M,carson13@learnsector.com,"$80,000 ",0,Bachelors,Professional,N,9026203655
12673,MR.,COLIN,STONE,28-08-1975,,M,M,colin25@learnsector.com,"$80,000 ",0,Bachelors,Professional,Y,9161328522
12674,MR.,JIMMY,TRAVERS,27-07-1975,,M,M,jimmy15@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,4455361619
12675,MS.,HOLLY,FERNANDEZ,10-05-1973,,S,F,holly15@learnsector.com,"$80,000 ",0,Bachelors,Professional,N,7939262719
12676,MS.,MICHELE,MADAN,28-06-1974,,S,F,michele63@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,1303481901
12677,MR.,CEDRIC,LIU,11-05-1974,,M,M,cedric4@learnsector.com,"$100,000 ",0,High School,Management,Y,1448018163
12678,MRS.,DANA,SERRANO,10-10-1974,,S,F,dana9@learnsector.com,"$130,000 ",4,High School,Management,Y,2345544412
12679,MS.,STACY,GILL,11-10-1973,,M,F,stacy14@learnsector.com,"$100,000 ",0,High School,Management,N,948827905
12680,MR.,GEORGE,SANCHEZ,07-02-1972,,S,M,george27@learnsector.com,"$80,000 ",0,Bachelors,Professional,N,6123709029
12681,MS.,CHRISTY,CHOW,03-08-1972,,S,F,christy2@learnsector.com,"$80,000 ",0,Bachelors,Professional,N,9803644694
12682,MS.,KARI,SUBRAM,14-06-1973,,M,F,kari13@learnsector.com,"$100,000 ",0,High School,Management,N,9288526659
12683,MRS.,LAURA,ZHOU,02-01-1973,,S,F,laura15@learnsector.com,"$120,000 ",5,Partial High School,Professional,Y,3784499946
12684,MR.,SHAUN,SHEN,23-05-1973,,M,M,shaun4@learnsector.com,"$120,000 ",0,Partial High School,Professional,Y,9177297290
12685,MS.,JACLYN,XU,22-03-1972,,M,F,jaclyn28@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,691529583
12686,MS.,TRISHA,ZHOU,18-10-1972,,S,F,trisha3@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,7648894206
12687,MR.,MARSHALL,LI,20-04-1972,,S,M,marshall2@learnsector.com,"$90,000 ",0,Bachelors,Professional,N,7253503107
12688,MS.,STACY,NAVARRO,08-04-1972,,S,F,stacy10@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,1658725538
12689,MS.,TAMARA,PAL,10-05-1972,,S,F,tamara23@learnsector.com,"$90,000 ",0,Bachelors,Professional,N,7407646052
12690,MR.,ROGER,ZHANG,09-12-1972,,M,M,roger5@learnsector.com,"$100,000 ",0,High School,Management,Y,8309593425
12691,MR.,RAFAEL,ANDERSEN,02-09-1972,,M,M,rafael37@learnsector.com,"$100,000 ",0,High School,Management,Y,1939499298
12692,MR.,GLENN,LU,26-07-1971,,S,M,glenn12@learnsector.com,"$80,000 ",0,Bachelors,Professional,Y,6177065997
12693,MS.,RUTH,GONZALEZ,01-09-1971,,M,F,ruth22@learnsector.com,"$80,000 ",0,Bachelors,Professional,Y,7786006328
12694,MR.,JAY,ARTHUR,01-11-1972,,S,M,jay13@learnsector.com,"$120,000 ",0,Partial High School,Professional,Y,5728661093
12695,MS.,KARI,RUIZ,02-02-1971,,M,F,kari23@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,3321616748
12696,MS.,STACEY,HU,17-03-1971,,M,F,stacey21@learnsector.com,"$100,000 ",0,High School,Management,Y,901375730
12697,MS.,BRENDA,STONE,24-06-1970,,S,F,brenda12@learnsector.com,"$90,000 ",0,Bachelors,Professional,N,7636607531
12698,MR.,MOHAMED,PAL,14-05-1970,,M,M,mohamed2@learnsector.com,"$110,000 ",0,High School,Management,Y,9409507659
12699,MS.,AMY,CHOW,18-03-1970,,M,F,amy10@learnsector.com,"$120,000 ",0,Partial High School,Professional,Y,8265713754
12700,MS.,MINDY,KUMAR,20-03-1971,,M,F,mindy12@learnsector.com,"$110,000 ",0,Partial High School,Professional,Y,8651346325
12701,MR.,GARY,GUTIERREZ,18-10-1971,,M,M,gary22@learnsector.com,"$110,000 ",0,Partial High School,Professional,Y,2653236756
12702,MS.,YOLANDA,SHAN,09-07-1971,,M,F,yolanda9@learnsector.com,"$110,000 ",0,Partial High School,Professional,Y,8417096063
12703,MS.,RENEE,SUAREZ,20-06-1971,,M,F,renee17@learnsector.com,"$110,000 ",0,Partial High School,Professional,Y,1287672893
12704,MS.,BARBARA,NARA,16-04-1971,,M,F,barbara45@learnsector.com,"$120,000 ",0,Partial High School,Management,Y,5864333929
12705,MR.,ANDRE,GARCIA,08-10-1969,,M,M,andre15@learnsector.com,"$150,000 ",0,Bachelors,Management,Y,3922236973
12706,MR.,LOUIS,LIANG,13-01-1969,,M,M,louis11@learnsector.com,"$160,000 ",0,Bachelors,Management,Y,256599954
12707,MR.,IAN,LEWIS,28-09-1941,,M,M,ian19@learnsector.com,"$70,000 ",5,Graduate Degree,Management,Y,7041489434
12708,MRS.,BONNIE,PAL,25-04-1941,,M,F,bonnie18@learnsector.com,"$90,000 ",5,Bachelors,Management,Y,4814079583
12709,MR.,IAN,RODRIGUEZ,14-01-1941,,M,M,ian18@learnsector.com,"$130,000 ",2,Bachelors,Management,Y,2772757130
12710,MR.,DALTON,EVANS,19-06-1941,,S,M,dalton43@learnsector.com,"$170,000 ",2,Graduate Degree,Management,N,459617227
12711,MS.,HEATHER,ZHENG,20-04-1973,,S,F,heather18@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,7955067259
12712,MR.,ARTHUR,ROMERO,17-08-1973,,S,M,arthur33@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,2592116180
12713,MS.,DEBORAH,XIE,06-09-1973,,S,F,deborah7@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,402800668
12714,MS.,COLLEEN,LU,17-07-1973,,S,F,colleen11@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,214664441
12715,MR.,EDDIE,GILL,18-07-1963,,M,M,eddie14@learnsector.com,"$60,000 ",3,Bachelors,Professional,Y,8291119417
12716,MR.,DALE,SHEN,16-03-1974,,S,M,dale2@learnsector.com,"$30,000 ",0,Partial College,Clerical,Y,5633749793
12717,MS.,HANNAH,WOOD,06-07-1974,,M,F,hannah25@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,5326997580
12718,MS.,TAMMY,SAI,14-11-1974,,S,F,tammy6@learnsector.com,"$30,000 ",0,Partial College,Clerical,Y,6796006318
12719,MS.,CHERYL,RUIZ,12-04-1974,,S,F,cheryl3@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,5045435681
12720,MR.,NICOLAS,CHANDE,11-02-1974,,S,M,nicolas13@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,7694468079
12721,MS.,REBEKAH,MARTINEZ,14-01-1974,,S,F,rebekah17@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,2571445316
12722,MS.,LATASHA,GOMEZ,02-12-1980,,S,F,latasha1@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,7379524427
12723,MR.,KURT,JAI,13-11-1980,,M,M,kurt11@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,5133573763
12724,MR.,EDDIE,MARTIN,24-01-1980,,S,M,eddie1@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,877210669
12725,MRS.,GABRIELLE,JAMES,13-08-1910,,M,F,gabrielle17@learnsector.com,"$10,000 ",4,Partial High School,Manual,N,7784159584
12726,MR.,KURT,GOEL,19-02-1980,,S,M,kurt19@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,5231025568
12727,MS.,AMANDA,ROSS,04-12-1980,,S,F,amanda25@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,9633784799
12728,MR.,JEREMIAH,STEWART,26-06-1979,,S,M,jeremiah44@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,9677785760
12729,MR.,JOSE,PERRY,16-05-1979,,S,M,jose31@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,8607233378
12730,MS.,KARLA,BECKER,16-10-1978,,S,F,karla21@learnsector.com,"$30,000 ",0,High School,Manual,Y,3755162696
12731,MR.,STEVEN,MURPHY,14-09-1973,,S,M,steven24@learnsector.com,"$30,000 ",0,High School,Manual,N,7671285355
12733,MS.,LACEY,CAI,27-02-1972,,S,F,lacey34@learnsector.com,"$10,000 ",0,Partial High School,Manual,N,2975113372
12734,MS.,MARGARET,ZHOU,10-03-1972,,S,F,margaret15@learnsector.com,"$10,000 ",0,Partial High School,Manual,N,1608436401
12735,MR.,DONALD,MEHTA,19-10-1972,,S,M,donald15@learnsector.com,"$20,000 ",0,Partial High School,Manual,Y,142574198
12736,MS.,DIANA,RUIZ,26-07-1972,,S,F,diana1@learnsector.com,"$20,000 ",0,Partial High School,Manual,Y,295126834
12737,MR.,BRETT,CHANDRA,19-01-1973,,S,M,brett1@learnsector.com,"$30,000 ",0,High School,Manual,N,2513236773
12738,MRS.,MELINDA,RUBIO,16-06-1973,,M,F,melinda15@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,1596149621
12739,MR.,EVAN,YOUNG,12-12-1973,,M,M,evan43@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,4298581058
12740,MS.,KATHRYN,GOEL,27-11-1972,,S,F,kathryn17@learnsector.com,"$30,000 ",0,High School,Manual,Y,8978861122
12741,MR.,RAYMOND,SAM,02-03-1972,,S,M,raymond1@learnsector.com,"$30,000 ",0,High School,Manual,Y,4107928429
12742,MRS.,SAMANTHA,MARTINEZ,22-11-1972,,S,F,samantha19@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,7177594013
12743,MR.,CARL,KUMAR,19-12-1972,,M,M,carl7@learnsector.com,"$40,000 ",2,Partial College,Clerical,N,1405067479
12744,MRS.,ANNA,MOORE,27-11-1972,,S,F,anna68@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,5002126963
12745,MR.,RAFAEL,WU,13-06-1972,,S,M,rafael7@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,2946566786
12746,MR.,JUAN,TORRES,18-04-1971,,S,M,juan2@learnsector.com,"$10,000 ",0,Partial High School,Manual,N,7999133616
12747,MS.,COLLEEN,HU,11-02-1971,,S,F,colleen21@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,5721858484
12748,MS.,GRACE,BELL,08-11-1971,,S,F,grace30@learnsector.com,"$30,000 ",0,High School,Manual,N,4983121071
12749,MR.,MIGUEL,LEE,03-02-1971,,S,M,miguel22@learnsector.com,"$30,000 ",0,High School,Manual,N,1598236003
12750,MRS.,TERESA,VAZQUEZ,08-11-1970,,S,F,teresa15@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,666853899
12751,MRS.,PRISCILLA,XU,12-12-1970,,S,F,priscilla4@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,2663555051
12752,MR.,JONATHON,ALVAREZ,18-11-1970,,S,M,jonathon1@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,7057209889
12753,MR.,RAMON,ZHAO,20-05-1971,,S,M,ramon10@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,437964860
12754,MRS.,LINDSEY,DENG,20-06-1970,,M,F,lindsey1@learnsector.com,"$40,000 ",2,Partial College,Clerical,N,5595113214
12755,MRS.,CHLOE,HUGHES,10-02-1975,,S,F,chloe78@learnsector.com,"$40,000 ",3,Partial College,Clerical,Y,6415114917
